_id,have_full_info,link,category,average_rating,description,gain_exp_list,img,price,review_count,skill,students_enrolled,title
66555e889917ddbfe4650148,True,https://unica.vn/tieng-trung-giao-tiep-co-ban,Ngoại ngữ,4.7,"Khóa học tiếng Trung giao tiếp cơ bản này sẽ giúp bạn học từ vựng dễ dàng, nghi nhớ lâu và có thể giao tiếp ngay sau khi học. Bạn có thể hoàn toàn nhớ được hết mặt chữ chỉ trong thời gian ngắn và luôn tự tin với vốn kiến thức của mình trong mọi cuộc giao tiếp","Vận dụng được tiếng trung trong cuộc sống hàng ngày, đi du học, du lịch, buôn bán hàng hóa., Cơ hội việc làm, thăng tiến, mở rộng mối quan hệ phát triển hợp tác, kinh doanh. , Vui thích thưởng thức âm nhạc, xem phim, văn hóa, ẩm thực…, Cơ hội làm việc mức lương cao trong và ngoài nước, Phát triển vốn tự vựng, Tự tin giao tiếp cơ bản với người bản địa, Tiếng Việt",https://static.unica.vn/upload/images/2019/04/hoc-tieng-trung-giao-tiep-thong-dung_1555571073.jpg,299.000,87.0,Tiếng Trung,1618.0,Tiếng Trung giao tiếp cơ bản
66555e889917ddbfe4650149,True,https://unica.vn/phat-am-tieng-anh-chuan-giong-my,Ngoại ngữ,4.9,"Khóa học luyện phát âm Tiếng Anh chuẩn giọng Mỹ sẽ giúp bạn đọc rõ ràng từng âm trong bảng Phiên âm Quốc tế, đồng thời áp dụng dễ dàng để đọc từ, cụm từ cho đến câu hội thoại.","Bạn sẽ biết cách đọc rõ ràng từng âm trong bảng Phiên âm Quốc tế, đồng thời áp dụng dễ dàng để đọc từ, cụm từ cho đến câu hội thoại, Bạn sẽ sở hữu giọng Tiếng Anh Mỹ chuẩn và hoàn toàn tự nhiên qua việc học ngữ âm nâng cao: Học các hiện tượng: Nối âm, Biến âm, Giảm âm, và học Ngữ điệu nói tiếng Anh trôi chảy nhất, Bạn sẽ tự tin để nâng cao khả năng Nghe tiếng Anh tốt hơn và khả năng Nói tiếng Anh vì thế cũng được thúc đẩy vượt bậc, Phát âm chuẩn giọng Anh Mỹ như người bản địa, Cơ hội nghề nghiệp trong tương lai tốt hơn, Tiếng Việt",https://static.unica.vn/upload/images/2019/04/phat-am-tieng-anh-chuan-giong-my_1555576655.jpg,299.000,28.0,Tiếng Anh,529.0,Phát âm tiếng Anh chuẩn giọng Mỹ
66555e889917ddbfe465014a,True,https://unica.vn/noi-tieng-anh-sieu-toc-trong-90-ngay,Ngoại ngữ,4.6,"Ghi nhớ & áp dụng được hơn 2000 từ vựng tiếng Anh căn bản, luyện NGHE - NÓI phản xạ giúp bạn học Tiếng Anh siêu tốc. Nhanh chóng nắm bắt được toàn bộ lý thuyết và sở hữu kho tàng từ vựng phong phú, đa dạng","Lấy lại nền tảng căn bản tiếng Anh đã bị mất., Biết cách NGHE - NÓI phản xạ trong thời gian ngắn., Nắm vững phương pháp học từ vựng và ngữ pháp hiệu quả., Biết cách phát âm và đặt câu hỏi trong giao tiếp., Bạn sẽ học thuộc và áp dụng được hơn 2000 từ vựng tiếng Anh căn bản., Biết cách áp dụng Internet vào việc học Ngoại Ngữ., Tiếng Việt",https://static.unica.vn/upload/images/2019/05/noi-tieng-anh-sieu-toc-trong-90-ngay_1557995706.jpg,299.000,29.0,Tiếng Anh,244.0,Nói Tiếng Anh Siêu Tốc Trong 90 Ngày
66555e889917ddbfe465014b,True,https://unica.vn/chinh-phuc-tieng-nhat-giao-tiep-sieu-toc,Ngoại ngữ,4.4,Học cách viết và đọc chính xác tiếng nhật online. Khoá học giúp tự tin giao tiếp với người bản xứ gia tăng được vốn từ vựng để giao tiếp chuẩn hơn.,"Gia tăng được vốn từ vựng để giao tiếp chuẩn hơn, Cải thiện giao tiếp đàm thoại về đời sống thường ngày, Tự tin giao tiếp với đồng nghiệp hay người bản xứ, Có nhiều cơ hội được làm việc tại công ty Nhật hơn, Du dịch Nhật Bản trở nên đơn giản hơn bao giờ hết nhờ giao tiếp thành thạo, Hiểu thêm về văn hóa và đất nước Nhật Bản,  , Tiếng Việt",https://static.unica.vn/uploads/images/nguyenthiDieuLinh/Chi_Truc.png,299.000,18.0,Tiếng Nhật giao tiếp,260.0,Chinh phục tiếng Nhật giao tiếp siêu tốc
66555e889917ddbfe465014c,True,https://unica.vn/9-buoc-luyen-nghe-tieng-anh-dot-pha,Ngoại ngữ,4.8,"Học Tiếng Anh không khó nó chỉ khó khi bạn không biết đột phá. Khoá học sẽ giúp nắm chắc các bước luyện nghe đỉnh cao, giúp khả năng nghe của bạn phát triển nhanh chóng.","Những phương pháp nghe tuyệt vời, Biết cách phân bổ thời gian nghe hiệu quả, Sở hữu các kỹ thuật nghe tuyệt đỉnh của Hannah mà bạn không thể tìm thấy ở bất cứ đâu., Nắm chắc các bước luyện nghe đỉnh cao, giúp khả năng nghe của bạn phát triển nhanh chóng, Tiếp cận và sở hữu những tài liệu nghe hữu ích và phù hợp với trình độ, Chỉ dẫn và theo dõi sự tiến bộ nhanh chóng trong khả năng nghe của bạn., Tiếng Việt",https://static.unica.vn/upload/images/2019/04/9-buoc-luyen-nghe-tieng-anh_1556176786.jpg,259.000,29.0,Tiếng Anh,393.0,9 Bước luyện nghe Tiếng Anh đột phá
66555e889917ddbfe465014d,True,https://unica.vn/bi-quyet-chinh-phuc-toeic-500,Ngoại ngữ,4.9,Bí quyết chinh phục Toeic 500+ giúp bạn vượt qua nỗi sợ Toeic Nắm được phương pháp làm bài cho từng dạng bài trong TOEIC để đạt được Toeic điểm cao.,"Đạt tối thiểu 500 điểm trong kỳ thi chứng chỉ TOEIC, Phương pháp làm bài cho từng dạng bài trong TOEIC, Nắm được các chủ điểm ngữ pháp thường gặp trong kỳ thi TOEIC, Toàn bộ kỹ năng cần thiết để làm bài thi TOEIC đạt điểm cao, Mẹo, chiến thuật làm bài cho từng phần trong bài thi TOEIC, Nắm được phương pháp học và bổ sung từ vựng hiệu quả, Bí quyết luyện nghe và đọc tài liệu tiếng Anh hiệu quả, Giải quyết những vấn đề hay gặp phải trong quá trình ôn thi cũng như làm bài thi, Tiếng Việt",https://static.unica.vn/upload/images/2019/04/luyen-thi-toeic-01_1556178064.jpg,299.000,18.0,Tiếng Anh,223.0,BÍ QUYẾT CHINH PHỤC TOEIC 500+
66555e8b9917ddbfe465014e,True,https://unica.vn/bi-quyet-dat-diem-tuyet-doi-bai-thi-toeic-reading,Ngoại ngữ,4.0,Khóa học do giảng viên Nguyệt Ca giúp bạn nắm rõ cách làm các dạng bài đọc hiểu trong TOEIC thi đạt được điểm cao một cách dễ dàng như bạn mong đợi,"Nắm rõ cách làm các dạng bài đọc hiểu trong TOEIC, Có thêm lượng từ vựng, ngữ pháp nhất định, Biết các mẹo/ tips để làm bài thi đạt điểm cao, Có thể đạt 750+ Reading TOEIC một cách dễ dàng, Nắm được các cấu trúc ngữ pháp trọng tâm, Nắm được các mẹo đọc hiểu đơn giản, Tiếng Việt",https://static.unica.vn/upload/images/2019/06/bi-quyet-dat-diem-tuyet-doi-toeic-reading_1561433972.jpg,299.000,11.0,Tiếng Anh,396.0,Bí quyết đạt điểm tuyệt đối bài thi TOEIC Reading
66555e8b9917ddbfe465014f,True,https://unica.vn/tu-hoc-ielts-cho-nguoi-bat-dau,Ngoại ngữ,4.4,"Tự học IELTS cho người mới bắt đầu giúp bạn hiểu về kỳ thi IELTS, tạo nền tảng vững chắc để bạn tự tin đi thi trong thời gian ngắn nhất, chinh phục IELTS cực kì dễ dàng và đạt điểm thi tuyệt đối hơn mức mong đợi","Tìm hiểu chức năng, cấu trúc đề thi, dạng câu hỏi, cũng như các kiến thức cơ bản trong IELTS Cambridge., Ôn tập kiến thức căn bản tiếng Anh (cả 4 kỹ năng Nghe - Nói - Đọc - Viết) và thi IELTS, Luyện thi IELTS trong thời gian ngắn và đạt kết quả cao nếu chăm chỉ ôn luyện, Là nền tảng để học các khóa học chuyên sâu kỹ năng của IELTS (Nghe, Đọc, Viết, Nói), Nắm rõ cấu trúc đề thi IELTS, Tránh những lỗi sai thường gặp và các bẫy trong bài thi, Tiếng Việt",https://static.unica.vn/uploads/images/doanhuyen209@gmail.com/ielts.jpg,299.000,16.0,Tiếng Anh,202.0,Tự học IELTS cho người bắt đầu
66555e8b9917ddbfe4650150,True,https://unica.vn/de-dang-dat-toeic-listening-750,Ngoại ngữ,4.7,Bạn đang đau đầu vì TOEIC? Làm thế nào để Dễ dàng đạt TOEIC Listening 750+? Khóa học TOEIC do giảng viên Nguyệt Ca sẽ giúp bạn có những mẹo để đạt được điểm cao một cách dễ dàng.,"Nắm rõ cách làm các dạng bài nghe trong TOEIC, Có thêm lượng từ vựng thường gặp trong bài thi TOEIC, Biết các mẹo để làm bài đạt điểm cao, Có thể đạt 750+ Listening TOEIC một cách dễ dàng, Cải thiện kỹ năng nghe đỉnh cao, Trình độ tiếng Anh vượt bậc, Tiếng Việt",https://static.unica.vn/uploads/images/thaoptt09@gmail.com/toeic750.jpg,299.000,13.0,Tiếng Anh,394.0,Dễ dàng đạt TOEIC Listening 750+
66555e8b9917ddbfe4650151,True,https://unica.vn/tieng-trung-co-ban-1,Ngoại ngữ,4.4,"Đến với khoá Học tiếng Trung cơ bản bạn sẽ được hưỡng dẫn chi tiết qua các mẫu câu, hội thoại, luyện phát âm, viết chữ Hán, luyện phản xạ, ghi nhớ 250 từ vựng, 30 cấu trúc ngữ pháp cơ bản, tăng khả năng nhận mặt chữ, phản xạ, kỹ năng nghe và thi HSK1","Có ngay 250 từ vựng, 30 cấu trúc ngữ pháp cơ bản dành cho người mới bắt đầu, Khả năng nghe, phản xạ âm, nhận mặt chữ Hán thành thạo trong phạm vi khóa học, Khả năng giao tiếp thành thạo trong phạm vi từ vựng và chủ đề trong khóa học, Kiến thức để thi được HSK1/6 (Mức HSK thứ 1 trong 6 cấp HSK theo quy định của Trung Quốc, có giá trị toàn cầu), Tiếng Việt",https://static.unica.vn/upload/images/2019/04/tieng-trung-co-ban-1_1556178390.jpg,299.000,30.0,Tiếng Trung,878.0,Tiếng Trung cơ bản 1
66555e8b9917ddbfe4650152,True,https://unica.vn/luyen-giai-de-thi-tieng-nhat-jlpt-n4,Ngoại ngữ,4.8,"Hiểu các dạng đề thi, các mẹo để luyện thi tiếng Nhật JLPT N4 đạt điểm cao","Giải và làm quen với những đề thi năm trước, Biết cách phân bố thời gian làm bài thi hợp lý  , Thủ thuật làm phần từ vựng nhanh và chính xác      , Thủ thuật chọn đáp án KANJI nhanh và không bị nhầm lẫn                , Trình tự giải phần đọc hiểu nhanh , hợp lý, tránh mất thời gian                              , Cách làm phần ngữ pháp chỉ với 1 cái lướt mắt                                            , Được giáo viên sửa và giải thích từng câu trong đề thi                                            , Cuối cùng là thống kê lại toàn bộ thủ thuật cần thiết khi đi thi, Tiếng Việt",https://static.unica.vn/upload/images/2019/04/luyen-giai-de-thi-tieng-nhat-jnpt-n4_1555658988.jpg,299.000,11.0,Tiếng Nhật,208.0,Luyện giải đề thi tiếng Nhật JLPT N4
66555e8b9917ddbfe4650153,True,https://unica.vn/chinh-phuc-ky-thi-nang-luc-tieng-nhat-n3,Ngoại ngữ,4.5,"Nâng cao vốn từ vựng, ngữ pháp, thành thạo giao tiếp, đáp ứng mục tiêu lấy chứng chỉ tiếng Nhật N3.","Nâng cao năng lực tiếng Nhật cả trong giao tiếp và thi lấy chứng chỉ, Tăng vốn từ vựng, ngữ pháp và chữ Hán, Biết được các cách xử lý khi làm phần thi đọc hiểu để đạt điểm cao, Tiền đề du học và làm việc tại Nhật cũng như các công ty Nhật tại Việt Nam, Cơ hội việc làm tốt, Đạt mức lương cao, Tiếng Việt",https://static.unica.vn/upload/images/2019/06/chinh-phuc-nang-luc-tieng-nhat-n3_1561427542.jpg,299.000,4.0,Tiếng Nhật,57.0,Chinh phục kỳ thi năng lực tiếng Nhật N3
66555e8b9917ddbfe4650154,True,https://unica.vn/tuyet-ky-giai-de-listening-toeic-trong-69-96s,Ngoại ngữ,4.9,Bí kíp luyện thi toeic không một trung tâm nào tiết lộ cho bạn - Nắm phương pháp làm bài một cách nhanh và hiệu quả nhất,"Nắm phương pháp làm bài một cách nhanh và hiệu quả nhất, Những kỹ năng giải trắc nghiệm tỷ lệ chính xác lên đến 96,69%, Kỹ thuật làm bài vượt qua mọi tình huống ""bí"" gây cản trở bạn lúc thi chỉ với 5s cho mỗi câu hỏi, Giải những đề thi mẫu do Tuấn Anh biên soạn và cực sát với đề thi chuẩn của Viện khảo thí Giáo dục Hoa Kỳ, Mở rộng vốn từ vưng, Biết cách loại trừ đáp án sai, Tiếng Việt",https://static.unica.vn/upload/images/2019/06/tuyet-ky-giai-de-thi-listening-toeic_1561432778.jpg,299.000,14.0,Tiếng Anh,83.0,Tuyệt kỹ giải đề listening toeic trong 69.96s
66555e8b9917ddbfe4650155,True,https://unica.vn/grammar-made-easy-for-ielts,Ngoại ngữ,5.0,"Khóa học ngữ pháp tiếng Anh cho kỳ thi IELTS dành cho bạn chuẩn bị thi IELTS, nhanh chóng nắm được hệ thống ngữ pháp tiếng Anh cần thiết và tăng vốn từ vựng IELTS trong suốt quá trình học","Nhanh chóng nắm được hệ thống kiến thức ngữ pháp quan trọng của kỳ thi IELTS, Nắm được kiến thức ngữ pháp được trình bày một cách cô đọng và dễ hiểu nhất trong từng phần học cụ thể, Tăng một lượng từ vựng IELTS nhất định, khoảng 300 - 500 từ, Tăng khả năng nghe hiểu do giáo viên sử dụng 100% Tiếng Anh khi giảng, Tự tin nghe, đọc, viết và nói tiếng Anh cơ bản, giúp bạn chủ động nghiên cứu thêm các phạm trù ngữ pháp phức tạp hơn, Tự tin với phần ngữ pháp IELTS để tham gia thi với kết quả tốt nhất, Tiếng Việt",https://static.unica.vn/upload/images/2019/04/grammar-make-easy-for-ielts-chuan_1555659178.jpg,299.000,27.0,Tiếng Anh,256.0,Grammar made easy for IELTS
66555e8b9917ddbfe4650156,True,https://unica.vn/luyen-thi-topik-i,Ngoại ngữ,4.4,"Khóa học chính là giải pháp tối ưu giúp bạn tiết kệm thời gian, chi phí học tập, ôn luyện Topik I để đạt điểm số cao như bạn mong muốn.","Củng cố vốn Tựng - Ngữ pháp cần thiết khi đi thi Topik I, Có được kỹ năng làm bài thi tiết kiệm thời gian, hiệu quả, đạt điểm số cao, Luyện giải đề thi với 16 dạng câu hỏi thường gặp, Tự tin đạt điểm cao khi thi Topik I, Tiếng Việt",https://static.unica.vn/upload/images/2019/04/khoa-hoc-luyen-thi-topik_1555657721.jpg,299.000,21.0,Tiếng Hàn,293.0,Luyện Thi Topik I 
66555e8b9917ddbfe4650157,True,https://unica.vn/luyen-nghe-noi-doc-viet-tieng-nhat-that-de,Ngoại ngữ,4.9,"Chia sẻ bí quyết giúp bạn luyện nghe tiếng Nhật hiệu quả, luyện nói, luyện đọc, luyện viết thành thục. Chắc chắn bạn sẽ tự tin khi giao tiếp với người bản địa. ","Phát âm chính xác, phản xạ tiếng Nhật nhanh hơn, Tự tin nói rành mạch hơn, xử lí tình huống xảy ra trong giao tiếp, Nhận biết nội dung của một văn bản hay email bằng tiếng Nhật , Tự mình viết được CV xin việc cho các nhà tuyển dụng Nhật , Viết email trao đổi với sếp mà không phải mắc những lỗi căn bản, Một tác phong chuyên nghiệp, phong thái tự tin nhất khi đứng trước nhà tuyển dụng, Trao đổi qua điện thoại bằng tiếng Nhật một cách trôi chảy, cũng như văn hóa khi nói chuyện điện thoại của người Nhật, Con đường thăng tiến của bạn sẽ luôn được mở rộng khi việc giao tiếp tiếng Nhật của bạn trở nên thật dễ dàng, Tiếng Việt",https://static.unica.vn/uploads/images/linhntd@unica.vn/luyen-nghe-noi-doc-viet-tieng-nhat-that-de.jpg,599.000,10.0,Tiếng Nhật giao tiếp,133.0,"Luyện Nghe, Nói, Đọc, Viết tiếng Nhật thật dễ"
66555e8b9917ddbfe4650158,True,https://unica.vn/tieng-trung-co-ban-2,Ngoại ngữ,4.9,"Học tiếng Trung qua hội thoại, luyện viết chữ Hán, tăng từ vựng, ngữ pháp, luyện phản xạ giao tiếp.","Có ngay 600 từ vựng, 70 cấu trúc ngữ pháp cơ bản dành cho người mới bắt đầu, Có khả năng nghe, phản xạ âm, nhận mặt chữ Hán thành thạo trong phạm vi khóa học., Có khả năng giao tiếp thành thạo trong phạm vi từ vựng và chủ đề trong khóa học., Có đủ kiến thức để thi được HSK3/6 (Mức HSK thứ 3 trong 6 cấp HSK theo quy định của Trung Quốc, có giá trị toàn cầu), Tiếng Việt",https://static.unica.vn/upload/images/2019/06/tieng-trung-co-ban-2_1561369786.jpg,299.000,15.0,Tiếng Trung,269.0,Tiếng Trung cơ bản 2
